codprov,coddepto,codmuni,nomprov,nommuni,nomdepto
22,13,666,SANTIAGO DEL ESTERO,,LORETO
22,14,25,SANTIAGO DEL ESTERO,SUNCHO CORRAL,JUAN F. IBARRA
22,14,434,SANTIAGO DEL ESTERO,EL COLORADO,JUAN F. IBARRA
22,14,435,SANTIAGO DEL ESTERO,EL CUADRADO,JUAN F. IBARRA
22,14,474,SANTIAGO DEL ESTERO,MATARA,JUAN F. IBARRA
22,14,476,SANTIAGO DEL ESTERO,MELERO,JUAN F. IBARRA
22,14,483,SANTIAGO DEL ESTERO,POZO DEL TOBA,JUAN F. IBARRA
22,14,491,SANTIAGO DEL ESTERO,ROLDAN,JUAN F. IBARRA
22,14,516,SANTIAGO DEL ESTERO,VILELAS,JUAN F. IBARRA
22,14,666,SANTIAGO DEL ESTERO,,JUAN F. IBARRA
22,15,530,SANTIAGO DEL ESTERO,VILLA UNION,MITRE
22,15,666,SANTIAGO DEL ESTERO,,MITRE
22,16,20,SANTIAGO DEL ESTERO,QUIMILI,MORENO
22,16,27,SANTIAGO DEL ESTERO,TINTINA,MORENO
22,16,405,SANTIAGO DEL ESTERO,AMAMA,MORENO
22,16,445,SANTIAGO DEL ESTERO,GRANADERO GATICA,MORENO
22,16,462,SANTIAGO DEL ESTERO,LAS TINAJAS,MORENO
22,16,465,SANTIAGO DEL ESTERO,LIBERTAD,MORENO
22,16,466,SANTIAGO DEL ESTERO,LILO VIEJO - PATAY,MORENO
22,16,480,SANTIAGO DEL ESTERO,OTUMPA,MORENO
22,16,517,SANTIAGO DEL ESTERO,VILLA BRANA,MORENO
22,16,535,SANTIAGO DEL ESTERO,WEISBURD,MORENO
22,16,666,SANTIAGO DEL ESTERO,,MORENO
22,17,29,SANTIAGO DEL ESTERO,VILLA OJO DE AGUA,OJO DE AGUA
22,17,453,SANTIAGO DEL ESTERO,KILOMETRO 49,OJO DE AGUA
22,17,504,SANTIAGO DEL ESTERO,SOL DE JULIO,OJO DE AGUA
22,18,16,SANTIAGO DEL ESTERO,NUEVA ESPERANZA,PELLEGRINI
22,18,404,SANTIAGO DEL ESTERO,AHI VEREMOS (PELLEGRINI),PELLEGRINI
22,18,415,SANTIAGO DEL ESTERO,CAMPO GRANDE,PELLEGRINI
22,18,437,SANTIAGO DEL ESTERO,EL MOJON,PELLEGRINI
22,18,461,SANTIAGO DEL ESTERO,LAS DELICIAS,PELLEGRINI
22,18,482,SANTIAGO DEL ESTERO,POZO BETBEDER,PELLEGRINI
22,18,486,SANTIAGO DEL ESTERO,QUEBRACHO COTO,PELLEGRINI
22,18,488,SANTIAGO DEL ESTERO,RAPELLI,PELLEGRINI
22,18,501,SANTIAGO DEL ESTERO,SANTO DOMINGO,PELLEGRINI
22,18,524,SANTIAGO DEL ESTERO,VILLA MERCEDES,PELLEGRINI
22,18,666,SANTIAGO DEL ESTERO,,PELLEGRINI
22,19,24,SANTIAGO DEL ESTERO,SUMAMPA,QUEBRACHOS
22,19,487,SANTIAGO DEL ESTERO,RAMIREZ DE VELAZCO,QUEBRACHOS
22,19,666,SANTIAGO DEL ESTERO,,QUEBRACHOS
22,20,23,SANTIAGO DEL ESTERO,SELVA,RIVADAVIA
22,20,422,SANTIAGO DEL ESTERO,COLONIA ALPINA,RIVADAVIA
22,20,481,SANTIAGO DEL ESTERO,PALO NEGRO,RIVADAVIA
22,20,666,SANTIAGO DEL ESTERO,,RIVADAVIA
22,21,3,SANTIAGO DEL ESTERO,BELTRAN,ROBLES
22,21,7,SANTIAGO DEL ESTERO,FERNANDEZ,ROBLES
22,21,9,SANTIAGO DEL ESTERO,INGENIERO FORRES,ROBLES
22,21,424,SANTIAGO DEL ESTERO,COLONIA SAN JUAN,ROBLES
22,21,471,SANTIAGO DEL ESTERO,LOS ROMANOS-SANTO DOMINGO,ROBLES
22,21,520,SANTIAGO DEL ESTERO,VILLA HIPOLITA,ROBLES
22,21,527,SANTIAGO DEL ESTERO,VILLA ROBLES,ROBLES
22,21,532,SANTIAGO DEL ESTERO,VILMER,ROBLES
22,21,666,SANTIAGO DEL ESTERO,,ROBLES
22,22,26,SANTIAGO DEL ESTERO,TERMAS DE RIO HONDO,RIO HONDO
22,22,402,SANTIAGO DEL ESTERO,ACOS POZO DEL ARBOLITO,RIO HONDO
22,22,406,SANTIAGO DEL ESTERO,AMICHA,RIO HONDO
22,22,425,SANTIAGO DEL ESTERO,COLONIA TINCO,RIO HONDO
22,22,438,SANTIAGO DEL ESTERO,EL SAUZAL,RIO HONDO
22,22,464,SANTIAGO DEL ESTERO,LESCANO,RIO HONDO
22,22,467,SANTIAGO DEL ESTERO,LOS NUñEZ,RIO HONDO
22,22,468,SANTIAGO DEL ESTERO,LOS OVEJERO,RIO HONDO
22,22,484,SANTIAGO DEL ESTERO,POZUELOS,RIO HONDO
22,22,506,SANTIAGO DEL ESTERO,SOTELO,RIO HONDO
22,22,526,SANTIAGO DEL ESTERO,VILLA RIO HONDO,RIO HONDO
22,22,533,SANTIAGO DEL ESTERO,VINARA,RIO HONDO
22,22,666,SANTIAGO DEL ESTERO,,RIO HONDO
22,23,410,SANTIAGO DEL ESTERO,ARRAGA,SILIPICA
22,23,477,SANTIAGO DEL ESTERO,MANOGASTA,SILIPICA
22,23,479,SANTIAGO DEL ESTERO,NUEVA FRANCIA,SILIPICA
22,23,507,SANTIAGO DEL ESTERO,SUMAMAO,SILIPICA
22,23,529,SANTIAGO DEL ESTERO,VILLA SILIPICA,SILIPICA
22,24,411,SANTIAGO DEL ESTERO,ATOJ POZO,SAN MARTIN
22,24,414,SANTIAGO DEL ESTERO,BREA POZO,SAN MARTIN
22,24,440,SANTIAGO DEL ESTERO,ESTACION ROBLES,SAN MARTIN
22,24,508,SANTIAGO DEL ESTERO,TABOADA,SAN MARTIN
22,24,666,SANTIAGO DEL ESTERO,,SAN MARTIN
22,25,14,SANTIAGO DEL ESTERO,LOS TELARES,SALAVINA
22,25,420,SANTIAGO DEL ESTERO,CHILCA JULIANA,SALAVINA
22,25,459,SANTIAGO DEL ESTERO,LA PALIZA,SALAVINA
22,25,492,SANTIAGO DEL ESTERO,SABAGASTA,SALAVINA
22,25,515,SANTIAGO DEL ESTERO,VACA HUMAN,SALAVINA
22,25,528,SANTIAGO DEL ESTERO,VILLA SALAVINA,SALAVINA
22,25,666,SANTIAGO DEL ESTERO,,SALAVINA
22,26,443,SANTIAGO DEL ESTERO,GARZA,SARMIENTO
22,26,666,SANTIAGO DEL ESTERO,,SARMIENTO
22,27,1,SANTIAGO DEL ESTERO,AñATUYA,TABOADA
22,27,13,SANTIAGO DEL ESTERO,LOS JURIES,TABOADA
22,27,412,SANTIAGO DEL ESTERO,AVERIAS,TABOADA
22,27,457,SANTIAGO DEL ESTERO,LA NENA / SIMONA,TABOADA
22,27,509,SANTIAGO DEL ESTERO,TACAñITAS,TABOADA
22,27,512,SANTIAGO DEL ESTERO,TOMAS YOUNG,TABOADA
22,27,666,SANTIAGO DEL ESTERO,,TABOADA
23,1,86,TUCUMAN,SAN MIGUEL DE TUCUMAN,CAPITAL
23,2,28,TUCUMAN,EL MANANTIAL,LULES
23,2,65,TUCUMAN,SAN ISIDRO DE LULES,LULES
23,2,82,TUCUMAN,SAN FELIPE Y SANTA BARBARA,LULES
23,2,87,TUCUMAN,SAN PABLO Y VILLA NOUGUES,LULES
23,3,40,TUCUMAN,FAMAILLA,FAMAILLA
23,4,1,TUCUMAN,ACHERAL,MONTEROS
23,4,8,TUCUMAN,AMBERES,MONTEROS
23,4,16,TUCUMAN,CAPITAN CACERES,MONTEROS
23,4,26,TUCUMAN,EL CERCADO,MONTEROS
23,4,64,TUCUMAN,LOS SOSAS,MONTEROS
23,4,71,TUCUMAN,MONTEROS,MONTEROS
23,4,79,TUCUMAN,RIO SECO,MONTEROS
23,4,92,TUCUMAN,SANTA LUCIA,MONTEROS
23,4,94,TUCUMAN,SANTA ROSA Y LOS ROJO,MONTEROS
23,4,95,TUCUMAN,SARGENTO MOYA,MONTEROS
23,4,98,TUCUMAN,SOLDADO MALDONADO,MONTEROS
23,4,103,TUCUMAN,TENIENTE BERDINA,MONTEROS
23,4,109,TUCUMAN,VILLA QUINTEROS,MONTEROS
23,5,5,TUCUMAN,ALPACHIRI Y EL MOLINO,CHICLIGASTA
23,5,6,TUCUMAN,ALTO VERDE Y LOS GUCHEAS,CHICLIGASTA
23,5,10,TUCUMAN,ARCADIA,CHICLIGASTA
23,5,21,TUCUMAN,CONCEPCION,CHICLIGASTA
23,5,41,TUCUMAN,GASTONA Y BELICHA,CHICLIGASTA
23,5,51,TUCUMAN,LA TRINIDAD,CHICLIGASTA
23,5,68,TUCUMAN,MEDINAS,CHICLIGASTA
23,6,3,TUCUMAN,AGUILARES,RIO CHICO
23,6,33,TUCUMAN,EL POLEAR,RIO CHICO
23,6,63,TUCUMAN,LOS SARMIENTOS Y LAS TIPAS,RIO CHICO
23,6,69,TUCUMAN,MONTE BELLO,RIO CHICO
23,6,90,TUCUMAN,SANTA ANA,RIO CHICO
23,7,37,TUCUMAN,ESCABA,ALBERDI
23,7,46,TUCUMAN,JUAN BAUTISTA ALBERDI,ALBERDI
23,7,105,TUCUMAN,VILLA BELGRANO,ALBERDI
23,8,35,TUCUMAN,EL SACRIFICIO,LA COCHA
23,8,45,TUCUMAN,HUASA PAMPA,LA COCHA
23,8,47,TUCUMAN,LA COCHA,LA COCHA
23,8,80,TUCUMAN,RUMI PUNCO,LA COCHA
23,8,83,TUCUMAN,SAN IGNACIO,LA COCHA
23,8,85,TUCUMAN,SAN JOSE DE LA COCHA,LA COCHA
23,8,110,TUCUMAN,YANIMA,LA COCHA
23,9,44,TUCUMAN,GRANEROS,GRANEROS
23,9,52,TUCUMAN,LAMADRID,GRANEROS
23,9,99,TUCUMAN,TACO RALO,GRANEROS
23,10,11,TUCUMAN,ATAHONA,SIMOCA
23,10,14,TUCUMAN,BUENA VISTA,SIMOCA
23,10,18,TUCUMAN,CIUDACITA,SIMOCA
23,10,67,TUCUMAN,MANUELA PEDRAZA,SIMOCA
23,10,70,TUCUMAN,MONTEAGUDO,SIMOCA
23,10,73,TUCUMAN,PAMPA MAYO,SIMOCA
23,10,78,TUCUMAN,RIO CHICO Y NUEVA TRINIDAD,SIMOCA
23,10,89,TUCUMAN,SAN PEDRO Y SAN ANTONIO,SIMOCA
23,10,91,TUCUMAN,SANTA CRUZ Y LA TUNA,SIMOCA
23,10,97,TUCUMAN,SIMOCA,SIMOCA
23,10,107,TUCUMAN,VILLA CHIGLIGASTA,SIMOCA
23,10,112,TUCUMAN,YERBA BUENA (SIMOCA),SIMOCA
23,11,2,TUCUMAN,AGUA DULCE Y LA SOLEDAD,LEALES
23,11,13,TUCUMAN,BELLA VISTA,LEALES
23,11,29,TUCUMAN,EL MOJON,LEALES
23,11,38,TUCUMAN,ESQUINA Y MANCOPA,LEALES
23,11,39,TUCUMAN,ESTACION ARAOZ Y TACANAS,LEALES
23,11,54,TUCUMAN,LAS TALAS,LEALES
23,11,57,TUCUMAN,LOS GOMEZ,LEALES
23,11,61,TUCUMAN,LOS PUESTOS,LEALES
23,11,66,TUCUMAN,MANUEL GARCIA FERNANDEZ,LEALES
23,11,74,TUCUMAN,QUILMES Y LOS SUELDOS,LEALES
23,11,77,TUCUMAN,RIO COLORADO,LEALES
23,11,93,TUCUMAN,SANTA ROSA DE LEALES,LEALES
23,11,108,TUCUMAN,VILLA DE LEALES,LEALES
23,12,4,TUCUMAN,ALDERETES,CRUZ ALTA
23,12,12,TUCUMAN,BANDA DEL RIO SALI,CRUZ ALTA
23,12,20,TUCUMAN,COLOMBRES,CRUZ ALTA
23,12,23,TUCUMAN,DELFIN GALLO,CRUZ ALTA
23,12,24,TUCUMAN,EL BRACHO Y EL CEVILAR,CRUZ ALTA
23,12,31,TUCUMAN,EL NARANJITO,CRUZ ALTA
23,12,49,TUCUMAN,LA FLORIDA Y LUISIANA,CRUZ ALTA
23,12,53,TUCUMAN,LAS CEJAS,CRUZ ALTA
23,12,56,TUCUMAN,LOS BULACIO Y LOS VILLAGRA,CRUZ ALTA
23,12,59,TUCUMAN,LOS PEREYRAS,CRUZ ALTA
23,12,60,TUCUMAN,LOS PEREZ,CRUZ ALTA
23,12,62,TUCUMAN,LOS RALOS,CRUZ ALTA
23,12,76,TUCUMAN,RANCHILLOS Y SAN MIGUEL,CRUZ ALTA
23,12,81,TUCUMAN,SAN ANDRES,CRUZ ALTA
23,12,666,TUCUMAN,,CRUZ ALTA
23,13,15,TUCUMAN,BURRUYACU,BURRUYACU
23,13,27,TUCUMAN,EL CHAñAR,BURRUYACU
23,13,32,TUCUMAN,EL NARANJO Y EL SUNCHAL,BURRUYACU
23,13,34,TUCUMAN,EL PUESTITO,BURRUYACU
23,13,36,TUCUMAN,EL TIMBO,BURRUYACU
23,13,42,TUCUMAN,GOBERNADOR GARMENDIA,BURRUYACU
23,13,43,TUCUMAN,GOBERNADOR PIEDRABUENA,BURRUYACU
23,13,50,TUCUMAN,LA RAMADA Y LA CRUZ,BURRUYACU
23,13,72,TUCUMAN,VILLA PADRE MONTI,BURRUYACU
23,13,96,TUCUMAN,7 DE ABRIL,BURRUYACU
23,13,106,TUCUMAN,VILLA BENJAMIN ARAOZ,BURRUYACU
23,14,22,TUCUMAN,CHOROMORO,TRANCAS
23,14,88,TUCUMAN,SAN PEDRO DE COLALAO,TRANCAS
23,14,102,TUCUMAN,TAPIA,TRANCAS
23,14,104,TUCUMAN,TRANCAS,TRANCAS
23,15,17,TUCUMAN,CEVIL REDONDO,YERBA BUENA
23,15,84,TUCUMAN,SAN JAVIER,YERBA BUENA
23,15,111,TUCUMAN,YERBA BUENA,YERBA BUENA
23,16,9,TUCUMAN,ANCA JULI,TAFI VIEJO
23,16,25,TUCUMAN,EL CADILLAL,TAFI VIEJO
23,16,48,TUCUMAN,LA ESPERANZA,TAFI VIEJO
23,16,55,TUCUMAN,LAS TALITAS,TAFI VIEJO
23,16,58,TUCUMAN,LOS NOGALES,TAFI VIEJO
23,16,75,TUCUMAN,RACO,TAFI VIEJO
23,16,101,TUCUMAN,TAFI VIEJO,TAFI VIEJO
23,17,7,TUCUMAN,AMAICHA DEL VALLE,TAFI DEL VALLE
23,17,19,TUCUMAN,COLALAO DEL VALLE,TAFI DEL VALLE
23,17,30,TUCUMAN,EL MOLLAR,TAFI DEL VALLE
23,17,100,TUCUMAN,TAFI DEL VALLE,TAFI DEL VALLE
24,1,1,TIERRA DEL FUEGO,USHUAIA,USHUAIA
24,2,2,TIERRA DEL FUEGO,RIO GRANDE,RIO GRANDE
24,2,3,TIERRA DEL FUEGO,TOLHUIN,RIO GRANDE
24,3,666,TIERRA DEL FUEGO,,ANTARTIDA ARGENTINA
